tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	406973	0	live	MIR196A2	MIRN196-2, MIRN196A2, mir-196a-2	microRNA 196a-2	hsa-mir-196-2|hsa-mir-196a-2|microRNA 196-2	12q13.13	12	NC_000012.12	53991738	53991847	plus	1	609687
9606	Homo sapiens	406980	0	live	MIR19B1	C13orf25, MIR17HG, MIR19B, MIRH1, MIRHG1, MIRN19B1, miR-19b-1, miRNA19B1	microRNA 19b-1	MicroRNA-19b|Putative microRNA 17 host gene protein|Putative microRNA host gene 1 protein|hsa-mir-19b-1|miR-19b	13q31.3	13	NC_000013.11	91351192	91351278	plus	1	609419
9606	Homo sapiens	406988	0	live	MIR205	MIRN205, mir-205	microRNA 205	hsa-mir-205	1q32.2	1	NC_000001.11	209432133	209432242	plus	1	613147
9606	Homo sapiens	406982	0	live	MIR20A	C13orf25, MIR17HG, MIR20, MIRH1, MIRHG1, MIRN20, MIRN20A, hsa-mir-20, hsa-mir-20a, miR-20, miRNA20A, mir-20a	microRNA 20a	Putative microRNA 17 host gene protein|Putative microRNA host gene 1 protein	13q31.3	13	NC_000013.11	91351065	91351135	plus	1	609420
9606	Homo sapiens	406996	0	live	MIR214	MIRN214, miRNA214, mir-214	microRNA 214	hsa-mir-214	1q24.3	1	NC_000001.11	172138798	172138907	minus	1	610721
9606	Homo sapiens	407004	0	live	MIR22	MIRN22, hsa-mir-22, miR-22	microRNA 22		17p13.3	17	NC_000017.11	1713903	1713987	minus	1	612077
9606	Homo sapiens	407006	0	live	MIR221	MIRN221, miRNA221, mir-221	microRNA 221	hsa-mir-221	Xp11.3	X	NC_000023.11	45746157	45746266	minus	1	300568
9606	Homo sapiens	407008	0	live	MIR223	MIRN223, miRNA223, mir-223	microRNA 223	hsa-mir-223	Xq12	X	NC_000023.11	66018870	66018979	plus	1	300694
9606	Homo sapiens	407012	0	live	MIR24-1	MIR189, MIRN24-1, miR-24-1, miRNA24-1	microRNA 24-1	hsa-mir-24-1|microRNA-24	9q22.32	9	NC_000009.12	95086021	95086088	plus	1	609705
9606	Homo sapiens	407013	0	live	MIR24-2	MIRN24-2, miR-24-2, miRNA24-2	microRNA 24-2	hsa-mir-24-2	19p13.12	19	NC_000019.10	13836287	13836359	minus	1	610724
9606	Homo sapiens	407015	0	live	MIR26A1	MIR26A, MIRN26A1, mir-26a-1	microRNA 26a-1	hsa-mir-26a-1	3p22.2	3	NC_000003.12	37969404	37969480	plus	1	612151
9606	Homo sapiens	407021	0	live	MIR29A	MIRN29, MIRN29A, hsa-mir-29, hsa-mir-29a, miRNA29A, mir-29a	microRNA 29a	microRNA 29	7q32.3	7	NC_000007.14	130876747	130876810	minus	1	610782
9606	Homo sapiens	407024	0	live	MIR29B1	MIRN29B1, miR-29b, miRNA29B1, mir-29b-1	microRNA 29b-1	hsa-mir-29b-1	7q32.3	7	NC_000007.14	130877459	130877539	minus	1	610783
9606	Homo sapiens	407025	0	live	MIR29B2	MIRN29B2	microRNA 29b-2	hsa-mir-29b-2|miR-29b|mir-29b-2	1q32.2	1	NC_000001.11	207802443	207802523	minus	1	619035
9606	Homo sapiens	407026	0	live	MIR29C	MIRN29C, miRNA29C, mir-29c	microRNA 29c	hsa-mir-29c	1q32.2	1	NC_000001.11	207801852	207801939	minus	1	610784
9606	Homo sapiens	407027	0	live	MIR301A	MIR301, MIRN301, MIRN301A, mir-301a	microRNA 301a	hsa-mir-301|hsa-mir-301a|microRNA 301	17q22	17	NC_000017.11	59151136	59151221	minus	1	615675
9606	Homo sapiens	442894	0	live	MIR302B	MIRN302B, mir-302b	microRNA 302b	hsa-mir-302b	4q25	4	NC_000004.12	112648485	112648557	minus	1	614597
9606	Homo sapiens	407030	0	live	MIR30B	MIRN30B, mir-30b	microRNA 30b	hsa-mir-30b	8q24.22	8	NC_000008.11	134800520	134800607	minus	1	619018
9606	Homo sapiens	407031	0	live	MIR30C1	MIRN30C1, mir-30c-1	microRNA 30c-1	hsa-mir-30c-1|miR-30c	1p34.2	1	NC_000001.11	40757284	40757372	plus	1	615151
9606	Homo sapiens	407040	0	live	MIR34A	MIRN34A, miRNA34A, mir-34, mir-34a	microRNA 34a	hsa-mir-34a	1p36.22	1	NC_000001.11	9151668	9151777	minus	1	611172
9606	Homo sapiens	407041	0	live	MIR34B	MIRN34B, miRNA34B, mir-34b	microRNA 34b	hsa-mir-34b	11q23.1	11	NC_000011.10	111512938	111513021	plus	1	611374
9606	Homo sapiens	407042	0	live	MIR34C	MIRN34C, miRNA34C, mir-34c	microRNA 34c	hsa-mir-34c	11q23.1	11	NC_000011.10	111513439	111513515	plus	1	611375
9606	Homo sapiens	494325	0	live	MIR376A1	MIR376A-1, MIRN376A, MIRN376A-1, MIRN376A1, mir-376a-1	microRNA 376a-1	hsa-mir-376a|hsa-mir-376a-1	14q32.31	14	NC_000014.9	101040782	101040849	plus	1	610959
9606	Homo sapiens	494333	0	live	MIR384	MIRN384, hsa-mir-384	microRNA 384		Xq21.1	X	NC_000023.11	76919273	76919360	minus	1	
9606	Homo sapiens	494337	0	live	MIR425	MIRN425, hsa-mir-425, mir-425	microRNA 425		3p21.31	3	NC_000003.12	49020148	49020234	minus	1	
9606	Homo sapiens	574034	0	live	MIR433	MIRN433, hsa-mir-433, miRNA433, mir-433	microRNA 433		14q32.2	14	NC_000014.9	100881886	100881978	plus	1	611711
9606	Homo sapiens	100616269	0	live	MIR4639		microRNA 4639	hsa-mir-4639	6p22.3	6	NC_000006.12	16141556	16141624	plus	1	
9606	Homo sapiens	100616119	0	live	MIR4697		microRNA 4697	hsa-mir-4697	11q25	11	NC_000011.10	133898504	133898581	minus	1	
9606	Homo sapiens	574436	0	live	MIR485	MIRN485, hsa-mir-485, mir-485	microRNA 485		14q32.31	14	NC_000014.9	101055419	101055491	plus	1	615385
9606	Homo sapiens	574452	0	live	MIR494	MIRN494, hsa-mir-494, mir-494	microRNA 494		14q32.31	14	NC_000014.9	101029634	101029714	plus	1	616036
9606	Homo sapiens	100616408	0	live	MIR5047		microRNA 5047	hsa-mir-5047	17q23.3	17	NC_000017.11	64501214	64501313	minus	1	
9606	Homo sapiens	574508	0	live	MIR505	MIRN505, hsa-mir-505, mir-505	microRNA 505		Xq27.1	X	NC_000023.11	139924148	139924231	minus	1	301053
9606	Homo sapiens	574482	0	live	MIR520D	MIRN520D	microRNA 520d	hsa-mir-520d	19q13.42	19	NC_000019.10	53720096	53720182	plus	1	620612
9606	Homo sapiens	100847060	0	live	MIR5701-1		microRNA 5701-1	hsa-mir-5701-1	15q11.2	15	NC_000015.10	20940252	20940333	plus	1	
9606	Homo sapiens	693184	0	live	MIR599	MIRN599, hsa-mir-599	microRNA 599		8q22.2	8	NC_000008.11	99536636	99536730	minus	1	
9606	Homo sapiens	693211	0	live	MIR626	MIRN626, hsa-mir-626	microRNA 626		15q15.1	15	NC_000015.10	41691585	41691678	plus	1	
9606	Homo sapiens	407043	0	live	MIR7-1	MIRN7-1, hsa-mir-7-1, mir-7-1	microRNA 7-1	miR-7-5p	9q21.32	9	NC_000009.12	83969748	83969857	minus	1	615239
9606	Homo sapiens	407044	0	live	MIR7-2	MIRN7-2, hsa-mir-7-2, mir-7-2	microRNA 7-2	miR-7-5p	15q26.1	15	NC_000015.10	88611825	88611934	plus	1	620898
9606	Homo sapiens	407045	0	live	MIR7-3	MIRN7-3, hsa-mir-7-3, mir-7-3	microRNA 7-3	miR-7-5p	19p13.3	19	NC_000019.10	4770670	4770779	plus	1	
9606	Homo sapiens	100126331	0	live	MIR942	MIRN942, hsa-mir-942, mir-942	microRNA 942		1p13.1	1	NC_000001.11	117094643	117094728	plus	1	
9606	Homo sapiens	23609	0	live	MKRN2	HSPC070, RNF62	makorin ring finger protein 2	E3 ubiquitin-protein ligase makorin-2|RING finger protein 62|RING-type E3 ubiquitin transferase makorin-2|makorin RING zinc-finger protein 2|probable E3 ubiquitin-protein ligase makorin-2	3p25.2	3	NC_000003.12	12557087	12583713	plus	8	608426
9606	Homo sapiens	197259	0	live	MLKL	hMLKL	mixed lineage kinase domain like pseudokinase	mixed lineage kinase domain-like protein	16q23.1	16	NC_000016.10	74671855	74700862	minus	12	615153
9606	Homo sapiens	4321	0	live	MMP12	HME, ME, MME, MMP-12	matrix metallopeptidase 12	macrophage metalloelastase|matrix metallopeptidase 12 (macrophage elastase)|matrix metalloproteinase 12 (macrophage elastase)	11q22.2	11	NC_000011.10	102862736	102874982	minus	10	601046
9606	Homo sapiens	4325	0	live	MMP16	C8orf57, MMP-X2, MT-MMP2, MT-MMP3, MT3-MMP	matrix metallopeptidase 16	matrix metalloproteinase-16|MMP-16|MT-MMP 3|MT3MMP|MTMMP3|Putative transmembrane protein C8orf57|matrix metallopeptidase 16 (membrane-inserted)|membrane-type matrix metalloproteinase 3|membrane-type-3 matrix metalloproteinase	8q21.3	8	NC_000008.11	88032011	88327483	minus	11	602262
9606	Homo sapiens	4313	0	live	MMP2	CLG4, CLG4A, MMP-2, MMP-II, MONA, TBE-1	matrix metallopeptidase 2	72 kDa type IV collagenase|collagenase type IV-A|matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)|matrix metalloproteinase-2|matrix metalloproteinase-II|neutrophil gelatinase	16q12.2	16	NC_000016.10	55478830	55506691	plus	17	120360
9606	Homo sapiens	4314	0	live	MMP3	CHDS6, MMP-3, SL-1, STMY, STMY1, STR1	matrix metallopeptidase 3	stromelysin-1|matrix metalloproteinase 3 (stromelysin 1, progelatinase)|proteoglycanase|transin-1	11q22.2	11	NC_000011.10	102835801	102843609	minus	10	185250
9606	Homo sapiens	4318	0	live	MMP9	CLG4B, GELB, MANDP2, MMP-9	matrix metallopeptidase 9	matrix metalloproteinase-9|macrophage gelatinase|matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|type V collagenase	20q13.12	20	NC_000020.11	46008908	46016561	plus	13	120361
9606	Homo sapiens	22915	0	live	MMRN1	ECM, EMILIN4, GPIa*, MMRN	multimerin 1	multimerin-1|elastin microfibril interface located protein 4|elastin microfibril interfacer 4|endothelial cell multimerin|glycoprotein Ia*	4q22.1	4	NC_000004.12	89879511	89954614	plus	10	601456
9606	Homo sapiens	4336	0	live	MOBP		myelin associated oligodendrocyte basic protein	myelin-associated oligodendrocyte basic protein	3p22.1	3	NC_000003.12	39467680	39529497	plus	7	600948
9606	Homo sapiens	4353	0	live	MPO		myeloperoxidase	myeloperoxidase	17q22	17	NC_000017.11	58269855	58280935	minus	12	606989
9606	Homo sapiens	64231	0	live	MS4A6A	4SPAN3, 4SPAN3.2, CD20L3, CDA01, MS4A6, MST090, MSTP090	membrane spanning 4-domains A6A	membrane-spanning 4-domains subfamily A member 6A|CD20 antigen-like 3|CD20-like precusor|HAIRB-iso|MS4A6A-polymorph|four-span transmembrane protein 3|four-span transmembrane protein 3.1|four-span transmembrane protein 3.2|membrane-spanning 4-domains, subfamily A, member 6A	11q12.2	11	NC_000011.10	60171607	60184666	minus	11	606548
9606	Homo sapiens	4487	0	live	MSX1	ECTD3, HOX7, HYD1, STHAG1	msh homeobox 1	homeobox protein MSX-1|homeobox 7|homeobox protein Hox-7|msh homeo box 1|msh homeobox 1-like protein|msh homeobox homolog 1	4p16.2	4	NC_000004.12	4859665	4863936	plus	2	142983
9606	Homo sapiens	4508	0	live	MT-ATP6	ATPase6, MTATP6, ATP6	mitochondrially encoded ATP synthase 6	ATP synthase F0 subunit 6		MT	NC_012920.1	8527	9207	plus	0	
9606	Homo sapiens	4535	0	live	MT-ND1	MTND1, ND1	mitochondrially encoded NADH dehydrogenase 1	NADH dehydrogenase subunit 1		MT	NC_012920.1	3307	4262	plus	0	
9606	Homo sapiens	4536	0	live	MT-ND2	MTND2, ND2	mitochondrially encoded NADH dehydrogenase 2	NADH dehydrogenase subunit 2		MT	NC_012920.1	4470	5511	plus	0	
9606	Homo sapiens	4537	0	live	MT-ND3	MTND3, ND3	mitochondrially encoded NADH dehydrogenase 3	NADH dehydrogenase subunit 3		MT	NC_012920.1	10059	10404	plus	0	
9606	Homo sapiens	4538	0	live	MT-ND4	MTND4, ND4	mitochondrially encoded NADH dehydrogenase 4	NADH dehydrogenase subunit 4		MT	NC_012920.1	10760	12137	plus	0	
9606	Homo sapiens	4540	0	live	MT-ND5	MTND5, ND5	mitochondrially encoded NADH dehydrogenase 5	NADH dehydrogenase subunit 5		MT	NC_012920.1	12337	14148	plus	0	
9606	Homo sapiens	4576	0	live	MT-TT	MTTT, TRNT	mitochondrially encoded tRNA threonine			MT	NC_012920.1	15888	15953	plus	0	
9606	Homo sapiens	9112	0	live	MTA1		metastasis associated 1	metastasis-associated protein MTA1|metastasis associated gene 1 protein	14q32.33	14	NC_000014.9	105419827	105470729	plus	24	603526
9606	Homo sapiens	51537	0	live	MTFP1	HSPC242, MTP18	mitochondrial fission process 1	mitochondrial fission process protein 1|mitochondrial 18 kDa protein|mitochondrial fission protein MTP18|mitochondrial protein 18 kDa	22q12.2	22	NC_000022.11	30425768	30429054	plus	4	610235
9606	Homo sapiens	4524	0	live	MTHFR		methylenetetrahydrofolate reductase	methylenetetrahydrofolate reductase (NADPH)|5,10-methylenetetrahydrofolate reductase (NADPH)|methylenetetrahydrofolate reductase (NAD(P)H)	1p36.22	1	NC_000001.11	11785723	11805964	minus	13	607093
9606	Homo sapiens	219402	0	live	MTIF3	IF3mt	mitochondrial translational initiation factor 3	translation initiation factor IF-3, mitochondrial|IF-3(Mt)	13q12.2	13	NC_000013.11	27435643	27450564	minus	7	619554
9606	Homo sapiens	4543	0	live	MTNR1A	MEL-1A-R, MT1	melatonin receptor 1A	melatonin receptor type 1A|mel1a receptor	4q35.2	4	NC_000004.12	186533655	186555567	minus	3	600665
9606	Homo sapiens	4544	0	live	MTNR1B	FGQTL2, MEL-1B-R, MT2	melatonin receptor 1B	melatonin receptor type 1B|mel1b receptor|melatonin receptor MEL1B	11q14.3	11	NC_000011.10	92969651	92984960	plus	4	600804
9606	Homo sapiens	2475	0	live	MTOR	FRAP, FRAP1, FRAP2, RAFT1, RAPT1, SKS	mechanistic target of rapamycin kinase	serine/threonine-protein kinase mTOR|FK506 binding protein 12-rapamycin associated protein 2|FK506-binding protein 12-rapamycin complex-associated protein 1|FKBP-rapamycin associated protein|FKBP12-rapamycin complex-associated protein 1|mammalian target of rapamycin|mechanistic target of rapamycin (serine/threonine kinase)|rapamycin and FKBP12 target 1|rapamycin associated protein FRAP2|rapamycin target protein 1|tyrosine-protein kinase mTOR	1p36.22	1	NC_000001.11	11106535	11262551	minus	60	601231
9606	Homo sapiens	4548	0	live	MTR	HMAG, MS, cblG	5-methyltetrahydrofolate-homocysteine methyltransferase	methionine synthase|5-methyltetrahydrofolate-homocysteine methyltransferase 1|cobalamin-dependent methionine synthase|vitamin-B12 dependent methionine synthase	1q43	1	NC_000001.11	236795281	236903981	plus	33	156570
9606	Homo sapiens	4552	0	live	MTRR	MSR, cblE	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	methionine synthase reductase|[methionine synthase]-cobalamin methyltransferase (cob(II)alamin reducing)|aqCbl reductase|aquacobalamin reductase|methionine synthase reductase, mitochondrial	5p15.31	5	NC_000005.10	7850859	7901113	plus	21	602568
9606	Homo sapiens	4580	0	live	MTX1	MTX, MTXN	metaxin 1	metaxin-1|mitochondrial outer membrane import complex protein 1	1q22	1	NC_000001.11	155208695	155213839	plus	8	600605
9606	Homo sapiens	79594	0	live	MUL1	C1orf166, GIDE, MAPL, MULAN, RNF218	mitochondrial E3 ubiquitin protein ligase 1	mitochondrial ubiquitin ligase activator of NFKB 1|E3 SUMO-protein ligase MUL1|E3 ubiquitin ligase|E3 ubiquitin-protein ligase MUL1|RING-type E3 ubiquitin transferase NFKB 1|growth inhibition and death E3 ligase|mitochondria-anchored protein ligase|mitochondrial E3 ubiquitin ligase 1|mitochondrial ubiquitin ligase activator of NF-kB|mitochondrial-anchored protein ligase|protein Hades|putative NF-kappa-B-activating protein 266|ring finger protein 218	1p36.12	1	NC_000001.11	20499448	20508151	minus	4	612037
9606	Homo sapiens	55191	0	live	NADSYN1	VCRL3	NAD synthetase 1	glutamine-dependent NAD(+) synthetase|NAD(+) synthase|NAD(+) synthetase|glutamine-dependent NAD synthetase	11q13.4	11	NC_000011.10	71453203	71501816	plus	21	608285
9606	Homo sapiens	203245	0	live	NAIF1	C9orf90, bA379C10.2	nuclear apoptosis inducing factor 1	nuclear apoptosis-inducing factor 1	9q34.11	9	NC_000009.12	128061233	128067320	minus	2	610673
9606	Homo sapiens	9	0	live	NAT1	AAC1, MNAT, NAT-1, NATI	N-acetyltransferase 1	arylamine N-acetyltransferase 1|N-acetyltransferase 1 (arylamine N-acetyltransferase)|N-acetyltransferase type 1|arylamide acetylase 1|monomorphic arylamine N-acetyltransferase	8p22	8	NC_000008.11	18170467	18223689	plus	11	108345
9606	Homo sapiens	10	0	live	NAT2	AAC2, NAT-2, PNAT	N-acetyltransferase 2	arylamine N-acetyltransferase 2|N-acetyltransferase 2 (arylamine N-acetyltransferase)|N-acetyltransferase type 2|N-hydroxyarylamine O-acetyltransferase|arylamide acetylase 2	8p22	8	NC_000008.11	18386301	18401218	plus	4	612182
9606	Homo sapiens	4684	0	live	NCAM1	CD56, MSK39, NCAM	neural cell adhesion molecule 1	neural cell adhesion molecule 1|antigen recognized by monoclonal antibody 5.1H11|neural cell adhesion molecule, NCAM	11q23.2	11	NC_000011.10	112961420	113278436	plus	26	116930
9606	Homo sapiens	9918	0	live	NCAPD2	CAP-D2, CNAP1, MCPH21, hCAP-D2	non-SMC condensin I complex subunit D2	condensin complex subunit 1|XCAP-D2 homolog|chromosome condensation-related SMC-associated protein 1|chromosome-associated protein D2	12p13.31	12	NC_000012.12	6494102	6531955	plus	32	615638
9606	Homo sapiens	4691	0	live	NCL	C23, Nsr1	nucleolin	nucleolin	2q37.1	2	NC_000002.12	231453531	231464484	minus	14	164035
63221	Homo sapiens neanderthalensis	6775094	0	live	ND2		NADH dehydrogenase subunit 2	NADH dehydrogenase subunit 2		MT	NC_011137.1	4465	5506	plus	0	
9606	Homo sapiens	80762	0	live	NDFIP1	N4WBP5	Nedd4 family interacting protein 1	NEDD4 family-interacting protein 1|Nedd4 WW domain-binding protein 5|breast cancer-associated protein SGA-1M|putative MAPK-activating protein PM13|putative NF-kappa-B-activating protein 164|putative NFKB and MAPK-activating protein	5q31.3	5	NC_000005.10	142108779	142154440	plus	8	612050
9606	Homo sapiens	4694	0	live	NDUFA1	CI-MWFE, MC1DN12, MWFE, ZNF183	NADH:ubiquinone oxidoreductase subunit A1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1|NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa|NADH-ubiquinone oxidoreductase MWFE subunit|NADH:ubiquinone oxidoreductase (complex 1)|complex I MWFE subunit|type I dehydrogenase	Xq24	X	NC_000023.11	119871832	119876662	plus	3	300078
9606	Homo sapiens	51079	0	live	NDUFA13	B16.6, CDA016, CGI-39, GRIM-19, GRIM19, MC1DN28	NADH:ubiquinone oxidoreductase subunit A13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13|CI-B16.6|NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13|NADH-ubiquinone oxidoreductase B16.6 subunit|cell death regulatory protein GRIM-19|cell death-regulatory protein GRIM19|complex I B16.6 subunit|complex I-B16.6|gene associated with retinoic and IFN-induced mortality 19 protein|gene associated with retinoic and interferon-induced mortality 19 protein	19p13.11	19	NC_000019.10	19516225	19528198	plus	5	609435
9606	Homo sapiens	4714	0	live	NDUFB8	ASHI, CI-ASHI, MC1DN32	NADH:ubiquinone oxidoreductase subunit B8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial|NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa|NADH:ubiquinone oxidoreductase ASHI subunit|complex I ASHI subunit|complex I-ASHI	10q24.31	10	NC_000010.11	100523729	100529923	minus	5	602140
9606	Homo sapiens	4723	0	live	NDUFV1	CI-51K, CI51KD, MC1DN4, UQOR1	NADH:ubiquinone oxidoreductase core subunit V1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial|NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa|NADH-ubiquinone oxidoreductase 51 kDa subunit|complex I 51 kda subunit|complex I 51kDa subunit|complex I, mitochondrial respiratory chain|mitochondrial NADH dehydrogenase ubiquinone flavoprotein 1|mitochondrial NADH:ubiquinone oxidoreductase 51 kda subunit	11q13.2	11	NC_000011.10	67606936	67612554	plus	10	161015
9606	Homo sapiens	4729	0	live	NDUFV2	CI-24k, MC1DN7	NADH:ubiquinone oxidoreductase core subunit V2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial|NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa|NADH dehydrogenase ubiquinone flavoprotein 2, mitochondrial|NADH-ubiquinone oxidoreductase 24 kDa subunit|NADH-ubiquinone oxidoreductase flavoprotein 2|complex I 24kDa subunit|complex I, mitochondrial respitory chain, 24 kD subunit|nuclear-encoded mitochondrial NADH-ubiquinone reductase 24Kd subunit	18p11.22	18	NC_000018.10	9102699	9134341	plus	9	600532
9606	Homo sapiens	283131	0	live	NEAT1	LINC00084, NCRNA00084, TP53LC15, TncRNA, VINC	nuclear paraspeckle assembly transcript 1	MENepsilon/beta|long intergenic non-protein coding RNA 84|nuclear enriched abundant transcript 1|nuclear paraspeckle assembly transcript 1 (non-protein coding)|trophoblast MHC class II suppressor|trophoblast-derived noncoding RNA|virus inducible non-coding RNA	11q13.1	11	NC_000011.10	65422798	65445540	plus	1	612769
9606	Homo sapiens	4734	0	live	NEDD4	NEDD4-1, RPF1	NEDD4 E3 ubiquitin protein ligase	E3 ubiquitin-protein ligase NEDD4|HECT-type E3 ubiquitin transferase NEDD4|cell proliferation-inducing gene 53 protein|neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase|receptor-potentiating factor 1	15q21.3	15	NC_000015.10	55826917	55993612	minus	32	602278
9606	Homo sapiens	4738	0	live	NEDD8	NEDD-8	NEDD8 ubiquitin like modifier	ubiquitin-like protein NEDD8|neddylin|neural precursor cell expressed, developmentally down-regulated 8|ubiquitin-like protein Nedd8	14q12	14	NC_000014.9	24216857	24232367	minus	4	603171
9606	Homo sapiens	4739	0	live	NEDD9	CAS-L, CAS2, CASL, CASS2, HEF1	neural precursor cell expressed, developmentally down-regulated 9	enhancer of filamentation 1|Cas scaffolding protein family member 2|Crk-associated substrate related protein Cas-L|Enhancer of filamentation 1 p55|cas-like docking|neural precursor cell expressed developmentally down-regulated protein 9|p130Cas-related protein|renal carcinoma antigen NY-REN-12	6p24.2	6	NC_000006.12	11183298	11382348	minus	11	602265
9606	Homo sapiens	4747	0	live	NEFL	CMT1F, CMT2E, CMTDIG, NF-L, NF68, NFL, PPP1R110	neurofilament light chain	neurofilament light polypeptide|light molecular weight neurofilament protein|neurofilament protein, light chain|neurofilament subunit NF-L|neurofilament triplet L protein|neurofilament, light polypeptide 68kDa|protein phosphatase 1, regulatory subunit 110	8p21.2	8	NC_000008.11	24950955	24956612	minus	4	162280
9606	Homo sapiens	4750	0	live	NEK1	ALS24, NY-REN-55, OFD2, SRPS2, SRPS2A, SRTD6	NIMA related kinase 1	serine/threonine-protein kinase Nek1|NIMA (never in mitosis gene a)-related kinase 1|never in mitosis A-related kinase 1|nimA-related protein kinase 1|protein-serine/threonine kinase|renal carcinoma antigen NY-REN-55	4q33	4	NC_000004.12	169392809	169612583	minus	38	604588
9606	Homo sapiens	192343	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (human).									
9606	Homo sapiens	4780	0	live	NFE2L2	HEBP1, IMDDHH, NRF2, Nrf-2	NFE2 like bZIP transcription factor 2	nuclear factor erythroid 2-related factor 2|nuclear factor erythroid-derived 2-like 2|nuclear factor, erythroid 2 like 2	2q31.2	2	NC_000002.12	177230303	177264727	minus	6	600492
9606	Homo sapiens	4781	0	live	NFIB	CTF, HMGIC/NFIB, MACID, NF-I/B, NF1-B, NFI-B, NFI-RED2, NFIB3, NFIB	nuclear factor I B	nuclear factor 1 B-type|CCAAT-box-binding transcription factor|TGGCA-binding protein|nuclear factor 1/B	9p23-p22.3	9	NC_000009.12	14081843	14532077	minus	22	600728
9606	Homo sapiens	4790	0	live	NFKB1	CVID12, EBP-1, KBF1, NF-kB, NF-kB1, NF-kappa-B1, NF-kappaB, NF-kappabeta, NFKB-p105, NFKB-p50, NFkappaB	nuclear factor kappa B subunit 1	nuclear factor NF-kappa-B p105 subunit|DNA-binding factor KBF1|nuclear factor NF-kappa-B p50 subunit|nuclear factor kappa-B DNA binding subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	4q24	4	NC_000004.12	102501359	102617302	plus	27	164011
9606	Homo sapiens	4792	0	live	NFKBIA	EDAID2, IKBA, MAD-3, NFKBI	NFKB inhibitor alpha	NF-kappa-B inhibitor alpha|I-kappa-B-alpha|IkappaBalpha|ikB-alpha|major histocompatibility complex enhancer-binding protein MAD3|nuclear factor of kappa light chain gene enhancer in B-cells|nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	14q13.2	14	NC_000014.9	35401513	35404749	minus	6	164008
9606	Homo sapiens	4804	0	live	NGFR	CD271, Gp80-LNGFR, TNFRSF16, p75(NTR), p75NTR	nerve growth factor receptor	tumor necrosis factor receptor superfamily member 16|NGF receptor|TNFR superfamily, member 16|low affinity neurotrophin receptor p75NTR|low-affinity nerve growth factor receptor|low-affinity nerve growth factor receptor p75NGFR|low-affinity nerve growth factor receptor p75NGR|p75 ICD	17q21.33	17	NC_000017.11	49495293	49515008	plus	6	162010
9606	Homo sapiens	114548	0	live	NLRP3	AGTAVPRL, AII, AVP, C1orf7, CIAS1, CLR1.1, DFNA34, FCAS, FCAS1, FCU, KEFH, MWS, NALP3, PYPAF1	NLR family pyrin domain containing 3	NACHT, LRR and PYD domains-containing protein 3|NACHT domain-, leucine-rich repeat-, and PYD-containing protein 3|NACHT, LRR and PYD containing protein 3|PYRIN-containing APAF1-like protein 1|caterpiller protein 1.1|cold autoinflammatory syndrome 1 protein|cold-induced autoinflammatory syndrome 1 protein|cryopyrin|cryopyrin, NACHT, LRR and PYD domains - containing protein 3|deafness, autosomal dominant 34|nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 3	1q44	1	NC_000001.11	247416077	247448817	plus	12	606416
9606	Homo sapiens	51068	0	live	NMD3	CGI-07	NMD3 ribosome export adaptor	60S ribosomal export protein NMD3|NMD3 homolog|hNMD3	3q26.1	3	NC_000003.12	161221102	161253532	plus	17	611021
9606	Homo sapiens	64127	0	live	NOD2	ACUG, BLAU, BLAUS, CARD15, CD, CLR16.3, IBD1, NLRC2B, PSORAS1, YAOS, NOD2	nucleotide binding oligomerization domain containing 2	nucleotide-binding oligomerization domain-containing protein 2|NLR family, CARD domain containing 2|NOD-like receptor C2|caspase recruitment domain family, member 15|caspase recruitment domain protein 15|caspase recruitment domain-containing protein 15|inflammatory bowel disease protein 1|nucleotide-binding oligomerization domain 2|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 2	16q12.1	16	NC_000016.10	50693606	50733075	plus	18	605956
